epoch,loss,mape,val_loss,val_mape
0,0.32194140553474426,42367.796875,0.23440766334533691,150.43759155273438
1,0.2568027675151825,26343.49609375,0.21027712523937225,102.55532836914062
2,0.23763033747673035,18221.322265625,0.20173034071922302,117.80084228515625
3,0.2368432730436325,15687.814453125,0.20256903767585754,124.19717407226562
4,0.22914613783359528,16270.505859375,0.1872902810573578,99.43907165527344
5,0.22782368957996368,7733.0869140625,0.18902695178985596,105.90959167480469
6,0.23284406960010529,19567.09765625,0.19044199585914612,105.20377349853516
7,0.2272230088710785,16857.71484375,0.19378580152988434,93.72435760498047
8,0.22484038770198822,4289.833984375,0.18951748311519623,110.17169952392578
9,0.22143857181072235,12295.208984375,0.1842939555644989,96.01714324951172
10,0.22184184193611145,369.7633972167969,0.1905079185962677,113.52722930908203
11,0.22181516885757446,14822.0693359375,0.18984876573085785,111.53829193115234
12,0.2198190987110138,2030.4462890625,0.1932845413684845,121.9181137084961
13,0.21772655844688416,26934.705078125,0.1873725950717926,102.66197967529297
14,0.21877676248550415,12447.5078125,0.18536151945590973,105.80436706542969
15,0.21637144684791565,6310.23193359375,0.18804673850536346,96.39983367919922
16,0.2141522914171219,16928.419921875,0.18700683116912842,103.48802185058594
17,0.2146107256412506,10179.5947265625,0.1885053813457489,108.6536636352539
18,0.21410107612609863,18142.71484375,0.18604327738285065,93.73133087158203
19,0.21297428011894226,1210.7752685546875,0.1879475712776184,107.56010437011719
20,0.20635975897312164,673.0272827148438,0.1859814077615738,98.54418182373047
21,0.2101580649614334,2662.604736328125,0.18723197281360626,103.34356689453125
22,0.20543892681598663,6049.7294921875,0.18624548614025116,102.49413299560547
23,0.20774662494659424,5363.81298828125,0.18576331436634064,102.1159896850586
24,0.20479197800159454,210.54470825195312,0.18526192009449005,97.80708312988281
25,0.2065092921257019,3362.967041015625,0.18579576909542084,101.7108383178711
26,0.2087264508008957,10335.7783203125,0.18707045912742615,107.72726440429688
27,0.206282839179039,12455.7392578125,0.18596884608268738,103.4405288696289
28,0.20631761848926544,7307.76806640625,0.18550460040569305,99.9832534790039
29,0.206282839179039,7078.53466796875,0.18531861901283264,101.53125
30,0.2056262046098709,4003.028564453125,0.185444638133049,101.02747344970703
31,0.20545093715190887,10294.71484375,0.18545080721378326,103.7087631225586
32,0.20499198138713837,9567.1005859375,0.1852053701877594,98.76254272460938
33,0.20352260768413544,10848.4033203125,0.18556709587574005,98.18818664550781
34,0.20524434745311737,1712.18505859375,0.18522527813911438,99.8781509399414
35,0.2048000693321228,4397.3955078125,0.1851959228515625,98.75128936767578
36,0.2053091824054718,6032.359375,0.18583911657333374,105.7330093383789
37,0.20278707146644592,11947.8291015625,0.18566341698169708,104.0947494506836
38,0.20616963505744934,6351.0478515625,0.18519411981105804,99.23712921142578
39,0.20561279356479645,8556.3447265625,0.1852205991744995,100.87238311767578
40,0.20394030213356018,6492.921875,0.1853443831205368,101.71379852294922
41,0.20481473207473755,18338.5234375,0.18537941575050354,101.55158996582031
42,0.20419993996620178,360.68414306640625,0.18540458381175995,101.8006591796875
43,0.20030342042446136,4172.3681640625,0.18549534678459167,102.0601806640625
44,0.2057618349790573,11726.1396484375,0.18553227186203003,102.05481719970703
45,0.20654608309268951,2524.988037109375,0.18553169071674347,102.2696304321289
46,0.20281989872455597,4510.50634765625,0.18562263250350952,102.55793762207031
47,0.2040579468011856,3406.72216796875,0.18564048409461975,102.64234924316406
48,0.20066821575164795,433.7399597167969,0.18568313121795654,102.55707550048828
49,0.20464563369750977,10587.7236328125,0.18559753894805908,102.49502563476562
